File,Cloud Cover Over Land,Climate ID
LANDSAT_LC08_C02_T1_LC08_037025_20140301_4022359_100000_1393696791219.tif,0.0,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20220830_4022359_100000_1661882362050.tif,0.01,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20160914_4022359_100000_1473875944008.tif,0.01,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20151014_4022359_100000_1444845530349.tif,0.01,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20191228_4022359_100000_1577555944490.tif,0.02,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20150421_4022359_100000_1429639091841.tif,0.02,4022359
LANDSAT_LC08_C02_T1_LC08_037025_20140925_4022359_100000_1411667959157.tif,0.04,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20210710_4022359_100000_1625939924667.tif,0.05,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20150912_4022359_100000_1442080724766.tif,0.06,4022359
LANDSAT_LC08_C02_T1_LC08_037024_20200925_4022359_100000_1601056747801.tif,0.09,4022359
LANDSAT_LC08_C02_T1_LC08_041018_20150401_406QLD0_100000_1427912434175.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_042018_20220310_406QLD0_100000_1646936839479.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_041018_20220420_406QLD0_100000_1650478859185.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_042018_20140320_406QLD0_100000_1395340066204.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_041018_20211229_406QLD0_100000_1640802085408.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_041018_20150316_406QLD0_100000_1426530045720.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_041018_20180409_406QLD0_100000_1523298032486.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_041018_20240324_406QLD0_100000_1711304450581.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_042018_20170312_406QLD0_100000_1489343226027.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_041019_20170201_406QLD0_100000_1485973296295.tif,0.0,406QLD0
LANDSAT_LC08_C02_T1_LC08_035022_20150218_5050919_100000_1424281529609.tif,0.02,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20140303_5050919_100000_1393868774928.tif,0.03,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20160221_5050919_100000_1456076734318.tif,0.04,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20140114_5050919_100000_1389721610569.tif,0.07,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20131229_5050919_100000_1388339225697.tif,0.1,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20170530_5050919_100000_1496166316253.tif,0.19,5050919
LANDSAT_LC08_C02_T1_LC08_034022_20140515_5050919_100000_1400175542613.tif,0.4,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20160120_5050919_100000_1453311945971.tif,0.49,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20170207_5050919_100000_1486489539573.tif,0.97,5050919
LANDSAT_LC08_C02_T1_LC08_035022_20130604_5050919_100000_1370368063370.tif,1.19,5050919
